targetID	alnScore	seqIdentity	eVal	locus_tag_nissle	locus_tag_k12
NZ_CP082949.1_cds_WP_000858396.1_1567	NC_000913.3_cds_NP_417419.1_2895	0.977	498	K8943_RS08015	b2944
NZ_CP082949.1_cds_WP_000858515.1_790	NC_000913.3_cds_NP_416601.1_2080	0.982	1278	K8943_RS04020	b2098
NZ_CP082949.1_cds_WP_000858961.1_3749	NC_000913.3_cds_NP_415000.1_458	0.937	528	K8943_RS19215	b0467
NZ_CP082949.1_cds_WP_000859787.1_1490	NC_000913.3_cds_YP_026185.1_2820	0.977	1188	K8943_RS07625	b2870
NZ_CP082949.1_cds_WP_000859933.1_4643	NC_000913.3_cds_NP_415801.1_1268	0.977	1986	K8943_RS23810	b1285
NZ_CP082949.1_cds_WP_000860194.1_246	NC_000913.3_cds_NP_416208.1_1686	0.982	759	K8943_RS01250	b1693
NZ_CP082949.1_cds_WP_000860296.1_962	NC_000913.3_cds_NP_416758.1_2235	0.975	1983	K8943_RS04885	b2255
NZ_CP082949.1_cds_WP_000860428.1_3649	NC_000913.3_cds_NP_414897.1_356	0.973	1197	K8943_RS18710	b0363
NZ_CP082949.1_cds_WP_000861334.1_2077	NC_000913.3_cds_NP_417808.1_3284	0.988	591	K8943_RS10625	b3349
NZ_CP082949.1_cds_WP_000861711.1_1856	NC_000913.3_cds_YP_026205.1_3062	0.942	2295	K8943_RS09470	b3114
NZ_CP082949.1_cds_WP_000862622.1_736	NC_000913.3_cds_NP_416548.1_2028	0.954	1221	K8943_RS03750	b2044
NZ_CP082949.1_cds_WP_000865543.1_924	NC_000913.3_cds_NP_416719.1_2196	0.911	1128	K8943_RS04695	b2215
NZ_CP082949.1_cds_WP_000866436.1_3588	NC_000913.3_cds_YP_588437.1_292	0.985	141	K8943_RS18400	b4506
NZ_CP082949.1_cds_WP_000866670.1_2545	NC_000913.3_cds_YP_026253.1_3725	0.977	1131	K8943_RS13005	b3786
NZ_CP082949.1_cds_WP_000866837.1_2777	NC_000913.3_cds_NP_418433.1_3925	0.955	1290	K8943_RS14245	b4005
NZ_CP082949.1_cds_WP_000867157.1_2495	NC_000913.3_cds_NP_418184.1_3677	0.977	1041	K8943_RS12725	b3728
NZ_CP082949.1_cds_WP_000867568.1_4471	NC_000913.3_cds_YP_009518788.1_1535	0.712	211	K8943_RS22925	b1548
NZ_CP082949.1_cds_WP_000867654.1_1066	NC_000913.3_cds_NP_416877.1_2356	0.916	276	K8943_RS05410	b2376
NZ_CP082949.1_cds_WP_000868187.1_2027	NC_000913.3_cds_NP_417758.1_3234	1.0	117	K8943_RS10375	b3299
NZ_CP082949.1_cds_WP_000869018.1_2322	NC_000913.3_cds_NP_418032.1_3516	0.973	997	K8943_RS11855	b3575
NZ_CP082949.1_cds_WP_000869177.1_1795	NC_000913.3_cds_NP_417524.1_3002	0.976	1434	K8943_RS09160	b3052
NZ_CP082949.1_cds_WP_000870700.1_3211	NC_000913.3_cds_NP_418791.1_4284	0.97	678	K8943_RS16480	b4374
NZ_CP082949.1_cds_WP_000871498.1_824	NC_000913.3_cds_NP_416636.1_2114	0.967	2298	K8943_RS04190	b2132
NZ_CP082949.1_cds_WP_000871982.1_4011	NC_000913.3_cds_NP_415312.1_765	0.982	411	K8943_RS20600	b0791
NZ_CP082949.1_cds_WP_000872005.1_3160	NC_000913.3_cds_NP_418739.1_4229	0.99	504	K8943_RS16210	b4319
NZ_CP082949.1_cds_WP_000872525.1_27	NC_000913.3_cds_NP_415958.1_1428	0.951	1014	K8943_RS00135	b1441
NZ_CP082949.1_cds_WP_000872792.1_4366	NC_000913.3_cds_NP_415577.1_1032	0.976	1119	K8943_RS22385	b1059
NZ_CP082949.1_cds_WP_000872908.1_2702	NC_000913.3_cds_NP_418364.1_3858	0.997	486	K8943_RS13830	b3929
NZ_CP082949.1_cds_WP_000873880.1_851	NC_000913.3_cds_NP_416664.1_2140	0.98	858	K8943_RS04325	b2159
NZ_CP082949.1_cds_WP_000874226.1_3451	NC_000913.3_cds_NP_414739.1_200	0.984	816	K8943_RS17680	b0197
NZ_CP082949.1_cds_WP_000875041.1_4171	NC_000913.3_cds_NP_415480.2_936	0.983	2154	K8943_RS21405	b0960
NZ_CP082949.1_cds_WP_000875487.1_3235	NC_000913.3_cds_NP_418814.1_4308	0.989	474	K8943_RS16600	b4397
NZ_CP082949.1_cds_WP_000876055.1_927	NC_000913.3_cds_NP_416722.2_2199	0.982	2850	K8943_RS04710	b2218
NZ_CP082949.1_cds_WP_000876285.1_4635	NC_000913.3_cds_NP_415795.1_1260	0.99	309	K8943_RS23770	b1279
NZ_CP082949.1_cds_WP_000876767.1_88	NC_000913.3_cds_NP_416021.1_1491	0.971	531	K8943_RS00440	b1504
NZ_CP082949.1_cds_WP_000877109.1_4374	NC_000913.3_cds_NP_415585.1_1040	0.972	648	K8943_RS22425	b1067
NZ_CP082949.1_cds_WP_000877153.1_4167	NC_000913.3_cds_NP_415476.1_932	0.975	453	K8943_RS21385	b0956
NZ_CP082949.1_cds_WP_000878140.1_3738	NC_000913.3_cds_NP_414989.1_447	0.971	354	K8943_RS19160	b0456
NZ_CP082949.1_cds_WP_000878889.1_327	NC_000913.3_cds_NP_416287.1_1765	0.979	837	K8943_RS01655	b1773
NZ_CP082949.1_cds_WP_000879110.1_959	NC_000913.3_cds_NP_416755.1_2232	0.965	603	K8943_RS04870	b2252
NZ_CP082949.1_cds_WP_000879148.1_3082	NC_000913.3_cds_NP_418710.4_4197	0.996	903	K8943_RS15820	b4290
NZ_CP082949.1_cds_WP_000879194.1_2435	NC_000913.3_cds_NP_418122.1_3612	0.978	1392	K8943_RS12425	b3666
NZ_CP082949.1_cds_WP_000879311.1_394	NC_000913.3_cds_NP_416354.1_1836	0.982	873	K8943_RS01990	b1840
NZ_CP082949.1_cds_WP_000879683.1_4379	NC_000913.3_cds_NP_415590.1_1045	0.971	660	K8943_RS22450	b1072
NZ_CP082949.1_cds_WP_000879821.1_543	NC_000913.3_cds_NP_415078.1_533	0.908	798	K8943_RS02755	b0546
NZ_CP082949.1_cds_WP_000880185.1_720	NC_000913.3_cds_NP_416529.1_2009	0.967	777	K8943_RS03670	b2025
NZ_CP082949.1_cds_WP_000880938.1_1276	NC_000913.3_cds_YP_026172.1_2595	0.969	1662	K8943_RS06505	b2616
NZ_CP082949.1_cds_WP_000883041.1_3768	NC_000913.3_cds_NP_415018.1_478	0.977	933	K8943_RS19310	b0485
NZ_CP082949.1_cds_WP_000883112.1_1215	NC_000913.3_cds_NP_417047.1_2532	0.986	1189	K8943_RS06180	b2552
NZ_CP082949.1_cds_WP_000883409.1_2934	NC_000913.3_cds_NP_418560.1_4055	0.994	339	K8943_RS15060	b4137
NZ_CP082949.1_cds_WP_000884361.1_3958	NC_000913.3_cds_NP_415261.2_713	0.985	1569	K8943_RS20300	b0733
NZ_CP082949.1_cds_WP_000884589.1_3730	NC_000913.3_cds_NP_414981.4_439	0.984	459	K8943_RS19115	b0447
NZ_CP082949.1_cds_WP_000884639.1_1983	NC_000913.3_cds_NP_417722.1_3199	0.987	1350	K8943_RS10120	b3256
NZ_CP082949.1_cds_WP_000884702.1_4380	NC_000913.3_cds_NP_415591.1_1046	0.992	417	K8943_RS22455	b1073
NZ_CP082949.1_cds_WP_000884933.1_921	NC_000913.3_cds_NP_416716.1_2193	0.969	651	K8943_RS04680	b2212
NZ_CP082949.1_cds_WP_000885042.1_108	NC_000913.3_cds_NP_416046.1_1513	0.975	666	K8943_RS00540	b1529
NZ_CP082949.1_cds_WP_000885787.1_3833	NC_000913.3_cds_YP_588441.1_577	0.972	219	K8943_RS19640	b4511
NZ_CP082949.1_cds_WP_000885884.1_4383	NC_000913.3_cds_NP_415594.1_1049	0.948	702	K8943_RS22470	b1076
NZ_CP082949.1_cds_WP_000886079.1_1519	NC_000913.3_cds_NP_417374.1_2849	0.963	981	K8943_RS07770	b2898
NZ_CP082949.1_cds_WP_000886683.1_4114	NC_000913.3_cds_NP_415413.1_869	0.982	1293	K8943_RS21120	b0893
NZ_CP082949.1_cds_WP_000886909.1_3017	NC_000913.3_cds_NP_418635.1_4131	0.981	741	K8943_RS15490	b4214
NZ_CP082949.1_cds_WP_000888695.1_3301	NC_000913.3_cds_NP_414603.1_61	0.966	696	K8943_RS16930	b0061
NZ_CP082949.1_cds_WP_000888713.1_750	NC_000913.3_cds_NP_416562.1_2042	0.977	489	K8943_RS03820	b2058
NZ_CP082949.1_cds_WP_000888771.1_4506	NC_000913.3_cds_NP_415684.1_1140	0.962	267	K8943_RS23100	b1166
NZ_CP082949.1_cds_WP_000889999.1_1408	NC_000913.3_cds_NP_417271.1_2751	0.978	783	K8943_RS07195	b2791
NZ_CP082949.1_cds_WP_000890903.1_4718	NC_000913.3_cds_NP_415927.1_1397	0.962	897	K8943_RS24185	b1409
NZ_CP082949.1_cds_WP_000891353.1_4636	NC_000913.3_cds_NP_415796.1_1261	0.977	1170	K8943_RS23775	b1280
NZ_CP082949.1_cds_WP_000891396.1_2823	NC_000913.3_cds_NP_418474.4_3966	0.942	243	K8943_RS14500	b4050
NZ_CP082949.1_cds_WP_000891515.1_3981	NC_000913.3_cds_NP_415283.1_736	1.0	150	K8943_RS20450	b0762
NZ_CP082949.1_cds_WP_000891564.1_2374	NC_000913.3_cds_NP_418090.1_3578	0.986	1278	K8943_RS12115	b3633
NZ_CP082949.1_cds_WP_000891621.1_422	NC_000913.3_cds_NP_416381.2_1864	0.961	567	K8943_RS02130	b1867
NZ_CP082949.1_cds_WP_000891665.1_3984	NC_000913.3_cds_NP_415286.1_739	0.965	1059	K8943_RS20465	b0765
NZ_CP082949.1_cds_WP_000892031.1_1157	NC_000913.3_cds_NP_416988.1_2471	0.934	1058	K8943_RS05895	b2493
NZ_CP082949.1_cds_WP_000892317.1_4062	NC_000913.3_cds_NP_415362.1_817	0.986	597	K8943_RS20855	b0841
NZ_CP082949.1_cds_WP_000893156.1_2331	NC_000913.3_cds_NP_418040.1_3524	0.925	695	K8943_RS11900	b3583
NZ_CP082949.1_cds_WP_000893307.1_3571	NC_000913.3_cds_NP_414778.1_238	0.96	1254	K8943_RS18310	b0243
NZ_CP082949.1_cds_WP_000893603.1_3683	NC_000913.3_cds_NP_414934.1_392	0.984	1296	K8943_RS18880	b0400
NZ_CP082949.1_cds_WP_000893994.1_2641	NC_000913.3_cds_YP_002791260.1_3797	0.972	111	K8943_RS13525	b4686
NZ_CP082949.1_cds_WP_000894191.1_955	NC_000913.3_cds_NP_416751.1_2228	0.97	783	K8943_RS04850	b2248
NZ_CP082949.1_cds_WP_000895624.1_1471	NC_000913.3_cds_NP_417309.1_2790	0.984	714	K8943_RS07525	b2832
NZ_CP082949.1_cds_WP_000896498.1_2500	NC_000913.3_cds_NP_418189.1_3682	0.998	864	K8943_RS12750	b3733
NZ_CP082949.1_cds_WP_000896898.1_1715	NC_000913.3_cds_YP_026192.1_2935	0.975	1068	K8943_RS08760	b2983
NZ_CP082949.1_cds_WP_000897380.1_4526	NC_000913.3_cds_NP_415701.1_1158	0.98	420	K8943_RS23210	b1183
NZ_CP082949.1_cds_WP_000899022.1_1475	NC_000913.3_cds_NP_417313.1_2794	0.98	2160	K8943_RS07545	b2836
NZ_CP082949.1_cds_WP_000899522.1_2920	NC_000913.3_cds_NP_418547.1_4041	0.991	1341	K8943_RS14985	b4123
NZ_CP082949.1_cds_WP_000899583.1_4138	NC_000913.3_cds_NP_415440.1_896	0.987	780	K8943_RS21240	b0920
NZ_CP082949.1_cds_WP_000900959.1_4712	NC_000913.3_cds_NP_415899.1_1369	0.974	2640	K8943_RS24155	b1381
NZ_CP082949.1_cds_WP_000901082.1_3439	NC_000913.3_cds_NP_414729.4_189	0.976	390	K8943_RS17620	b0187
NZ_CP082949.1_cds_WP_000901367.1_120	NC_000913.3_cds_YP_001165319.1_1519	0.989	96	K8943_RS00600	b4599
NZ_CP082949.1_cds_WP_000901995.1_3380	NC_000913.3_cds_NP_414671.1_129	0.977	441	K8943_RS17325	b0129
NZ_CP082949.1_cds_WP_000902352.1_2762	NC_000913.3_cds_NP_418418.2_3910	0.966	771	K8943_RS14170	b3991
NZ_CP082949.1_cds_WP_000902780.1_2229	NC_000913.3_cds_NP_417950.1_3428	0.988	1500	K8943_RS11385	b3493
NZ_CP082949.1_cds_WP_000903092.1_1080	NC_000913.3_cds_NP_416890.1_2370	0.98	1257	K8943_RS05480	b2389
NZ_CP082949.1_cds_WP_000903381.1_2071	NC_000913.3_cds_NP_417802.1_3278	0.975	288	K8943_RS10595	b3343
NZ_CP082949.1_cds_WP_000904439.1_4180	NC_000913.3_cds_NP_415489.4_945	0.957	330	K8943_RS21450	b0969
NZ_CP082949.1_cds_WP_000904502.1_3774	NC_000913.3_cds_NP_415022.1_482	0.972	918	K8943_RS19340	b0489
NZ_CP082949.1_cds_WP_000905370.1_3385	NC_000913.3_cds_NP_414675.1_133	0.953	852	K8943_RS17350	b0133
NZ_CP082949.1_cds_WP_000905780.1_3343	NC_000913.3_cds_NP_414640.1_99	0.982	2706	K8943_RS17140	b0098
NZ_CP082949.1_cds_WP_000906193.1_3247	NC_000913.3_cds_NP_414547.1_6	0.974	777	K8943_RS16660	b0006
NZ_CP082949.1_cds_WP_000906282.1_1499	NC_000913.3_cds_NP_417355.4_2829	0.972	1329	K8943_RS07670	b2879
NZ_CP082949.1_cds_WP_000906320.1_503	NC_000913.3_cds_NP_416404.1_1889	0.988	888	K8943_RS02540	b1890
NZ_CP082949.1_cds_WP_000906486.1_1316	NC_000913.3_cds_NP_417176.1_2656	1.0	186	K8943_RS06735	b2696
NZ_CP082949.1_cds_WP_000906976.1_2143	NC_000913.3_cds_NP_417877.1_3354	0.972	2702	K8943_RS10955	b3418
NZ_CP082949.1_cds_WP_000907085.1_2083	NC_000913.3_cds_NP_417813.1_3290	0.995	219	K8943_RS10655	b3354
NZ_CP082949.1_cds_WP_000907234.1_419	NC_000913.3_cds_NP_416378.1_1861	0.975	741	K8943_RS02115	b1864
NZ_CP082949.1_cds_WP_000907387.1_4663	NC_000913.3_cds_NP_415822.1_1291	0.991	360	K8943_RS23910	b1306
NZ_CP082949.1_cds_WP_000907613.1_2629	NC_000913.3_cds_NP_418293.2_3786	0.965	528	K8943_RS13465	b3856
NZ_CP082949.1_cds_WP_000907826.1_2184	NC_000913.3_cds_NP_417907.2_3386	0.934	1071	K8943_RS11160	b3450
NZ_CP082949.1_cds_WP_000908034.1_234	NC_000913.3_cds_NP_416196.1_1674	0.978	1272	K8943_RS01185	b1681
NZ_CP082949.1_cds_WP_000908113.1_1799	NC_000913.3_cds_NP_415949.3_1419	0.743	582	K8943_RS09180	b1432
NZ_CP082949.1_cds_WP_000908554.1_1893	NC_000913.3_cds_NP_417625.1_3100	0.976	504	K8943_RS09660	b3156
NZ_CP082949.1_cds_WP_000911112.1_4596	NC_000913.3_cds_NP_415760.1_1221	0.967	921	K8943_RS23575	b1244
NZ_CP082949.1_cds_WP_000912345.1_3805	NC_000913.3_cds_NP_415059.1_515	0.968	1386	K8943_RS19495	b0526
NZ_CP082949.1_cds_WP_000912744.1_3942	NC_000913.3_cds_NP_415240.1_691	0.964	933	K8943_RS20220	b0712
NZ_CP082949.1_cds_WP_000913263.1_3312	NC_000913.3_cds_NP_414610.1_68	0.948	984	K8943_RS16985	b0068
NZ_CP082949.1_cds_WP_000913396.1_1978	NC_000913.3_cds_NP_417717.2_3195	0.993	1044	K8943_RS10095	b3251
NZ_CP082949.1_cds_WP_000914696.1_1760	NC_000913.3_cds_NP_417499.1_2975	0.961	312	K8943_RS08985	b3027
NZ_CP082949.1_cds_WP_000915007.1_1785	NC_000913.3_cds_NP_417515.1_2991	0.747	178	K8943_RS09110	b3043
NZ_CP082949.1_cds_WP_000916321.1_3310	NC_000913.3_cds_NP_414608.1_66	0.944	698	K8943_RS16975	b0066
NZ_CP082949.1_cds_WP_000916763.1_396	NC_000913.3_cds_NP_416356.1_1838	0.987	231	K8943_RS02000	b1842
NZ_CP082949.1_cds_WP_000917117.1_1775	NC_000913.3_cds_NP_417506.1_2982	0.996	630	K8943_RS09060	b3034
NZ_CP082949.1_cds_WP_000917208.1_516	NC_000913.3_cds_NP_416418.1_1904	0.993	498	K8943_RS02605	b1905
NZ_CP082949.1_cds_WP_000917878.1_3462	NC_000913.3_cds_NP_414750.1_212	0.98	468	K8943_RS17765	b0214
NZ_CP082949.1_cds_WP_000918039.1_4571	NC_000913.3_cds_NP_415740.1_1201	0.986	1797	K8943_RS23435	b1222
NZ_CP082949.1_cds_WP_000918171.1_3401	NC_000913.3_cds_NP_414691.1_149	0.964	2535	K8943_RS17430	b0149
NZ_CP082949.1_cds_WP_000918851.1_1811	NC_000913.3_cds_NP_417538.1_3016	0.99	1746	K8943_RS09240	b3066
NZ_CP082949.1_cds_WP_000919159.1_1214	NC_000913.3_cds_NP_417046.1_2531	0.985	1254	K8943_RS06175	b2551
NZ_CP082949.1_cds_WP_000919226.1_144	NC_000913.3_cds_NP_416110.4_1583	0.991	696	K8943_RS00720	b1593
NZ_CP082949.1_cds_WP_000919544.1_3194	NC_000913.3_cds_NP_418775.1_4267	0.98	1665	K8943_RS16380	b4355
NZ_CP082949.1_cds_WP_000920064.1_836	NC_000913.3_cds_NP_416649.1_2125	0.988	720	K8943_RS04250	b2144
NZ_CP082949.1_cds_WP_000920127.1_572	NC_000913.3_cds_NP_416479.1_1959	0.983	414	K8943_RS02900	b1970
NZ_CP082949.1_cds_WP_000920364.1_3238	NC_000913.3_cds_NP_418817.1_4311	0.974	1353	K8943_RS16615	b4400
NZ_CP082949.1_cds_WP_000920762.1_2658	NC_000913.3_cds_NP_418322.1_3816	0.967	873	K8943_RS13610	b3886
NZ_CP082949.1_cds_WP_000920791.1_184	NC_000913.3_cds_NP_416148.1_1624	0.988	621	K8943_RS00930	b1631
NZ_CP082949.1_cds_WP_000920840.1_1422	NC_000913.3_cds_NP_417284.1_2764	0.988	423	K8943_RS07265	b2804
NZ_CP082949.1_cds_WP_000921605.1_956	NC_000913.3_cds_NP_416752.1_2229	0.96	1203	K8943_RS04855	b2249
NZ_CP082949.1_cds_WP_000921791.1_2558	NC_000913.3_cds_NP_418246.1_3738	0.969	1197	K8943_RS13090	b3802
NZ_CP082949.1_cds_WP_000922440.1_3427	NC_000913.3_cds_NP_414717.2_177	0.989	858	K8943_RS17560	b0175
NZ_CP082949.1_cds_WP_000922688.1_562	NC_000913.3_cds_NP_416467.1_1950	0.979	918	K8943_RS02850	b1958
NZ_CP082949.1_cds_WP_000922880.1_1932	NC_000913.3_cds_NP_417663.1_3141	0.987	978	K8943_RS09865	b3196
NZ_CP082949.1_cds_WP_000923726.1_3355	NC_000913.3_cds_NP_414652.1_110	0.981	552	K8943_RS17200	b0110
NZ_CP082949.1_cds_WP_000924289.1_2387	NC_000913.3_cds_NP_418103.4_3591	0.978	618	K8943_RS12180	b3646
NZ_CP082949.1_cds_WP_000925795.1_1930	NC_000913.3_cds_NP_417661.1_3139	0.991	783	K8943_RS09855	b3194
NZ_CP082949.1_cds_WP_000926019.1_4143	NC_000913.3_cds_NP_415445.1_901	0.984	1848	K8943_RS21265	b0925
NZ_CP082949.1_cds_WP_000926460.1_981	NC_000913.3_cds_NP_416780.1_2258	0.977	1530	K8943_RS04980	b2277
NZ_CP082949.1_cds_WP_000927020.1_747	NC_000913.3_cds_NP_416559.1_2039	0.954	747	K8943_RS03805	b2055
NZ_CP082949.1_cds_WP_000928723.1_2148	NC_000913.3_cds_YP_026220.1_3358	0.985	831	K8943_RS10980	b3424
NZ_CP082949.1_cds_WP_000928839.1_2582	NC_000913.3_cds_YP_026264.1_3760	0.951	617	K8943_RS13210	b3823
NZ_CP082949.1_cds_WP_000929436.1_3416	NC_000913.3_cds_NP_414704.4_165	0.983	1158	K8943_RS17505	b0162
NZ_CP082949.1_cds_WP_000929720.1_1128	NC_000913.3_cds_NP_416949.1_2430	0.956	837	K8943_RS05750	b2454
NZ_CP082949.1_cds_WP_000931396.1_3975	NC_000913.3_cds_NP_415277.1_730	0.98	1041	K8943_RS20420	b0756
NZ_CP082949.1_cds_WP_000932347.1_2350	NC_000913.3_cds_NP_418063.1_3548	0.976	473	K8943_RS11995	b3606
NZ_CP082949.1_cds_WP_000932839.1_2507	NC_000913.3_cds_NP_418196.1_3689	0.985	624	K8943_RS12785	b3740
NZ_CP082949.1_cds_WP_000933266.1_1719	NC_000913.3_cds_NP_417461.1_2939	0.948	1500	K8943_RS08780	b2987
NZ_CP082949.1_cds_WP_000933729.1_2497	NC_000913.3_cds_NP_418186.1_3679	0.976	1369	K8943_RS12735	b3730
NZ_CP082949.1_cds_WP_000934041.1_4104	NC_000913.3_cds_NP_415403.1_859	0.984	2277	K8943_RS21065	b0882
NZ_CP082949.1_cds_WP_000934214.1_2263	NC_000913.3_cds_NP_417976.1_3457	0.986	1650	K8943_RS11555	b3519
NZ_CP082949.1_cds_WP_000934299.1_2767	NC_000913.3_cds_NP_418423.1_3915	0.987	477	K8943_RS14195	b3995
NZ_CP082949.1_cds_WP_000934823.1_3691	NC_000913.3_cds_NP_414942.1_400	0.983	1848	K8943_RS18920	b0408
NZ_CP082949.1_cds_WP_000934920.1_2957	NC_000913.3_cds_NP_418584.1_4080	0.98	969	K8943_RS15175	b4160
NZ_CP082949.1_cds_WP_000935036.1_3020	NC_000913.3_cds_NP_418639.1_4135	0.985	1344	K8943_RS15505	b4218
NZ_CP082949.1_cds_WP_000935202.1_1805	NC_000913.3_cds_NP_417532.1_3010	0.976	933	K8943_RS09210	b3060
NZ_CP082949.1_cds_WP_000935379.1_2735	NC_000913.3_cds_NP_418393.1_3886	0.969	1005	K8943_RS13995	b3958
NZ_CP082949.1_cds_WP_000936043.1_4052	NC_000913.3_cds_NP_415352.1_807	0.984	921	K8943_RS20805	b0831
NZ_CP082949.1_cds_WP_000936385.1_2798	NC_000913.3_cds_NP_418446.1_3938	0.953	869	K8943_RS14375	b4022
NZ_CP082949.1_cds_WP_000936635.1_3204	NC_000913.3_cds_NP_418785.1_4277	0.998	726	K8943_RS16430	b4365
NZ_CP082949.1_cds_WP_000937949.1_1174	NC_000913.3_cds_NP_417004.1_2487	0.9	1307	K8943_RS05980	b2509
NZ_CP082949.1_cds_WP_000938855.1_2289	NC_000913.3_cds_NP_418000.1_3481	0.956	1020	K8943_RS11685	b3543
NZ_CP082949.1_cds_WP_000939207.1_303	NC_000913.3_cds_NP_416265.4_1743	0.988	678	K8943_RS01535	b1751
NZ_CP082949.1_cds_WP_000939318.1_353	NC_000913.3_cds_NP_416311.1_1791	0.986	360	K8943_RS01785	b1797
NZ_CP082949.1_cds_WP_000939358.1_3652	NC_000913.3_cds_NP_414900.1_360	0.958	768	K8943_RS18725	b0366
NZ_CP082949.1_cds_WP_000939738.1_3871	NC_000913.3_cds_NP_415157.1_617	0.976	384	K8943_RS19830	b0624
NZ_CP082949.1_cds_WP_000940019.1_1201	NC_000913.3_cds_NP_417027.1_2511	0.974	741	K8943_RS06110	b2532
NZ_CP082949.1_cds_WP_000940121.1_2031	NC_000913.3_cds_NP_417762.1_3238	0.992	504	K8943_RS10395	b3303
NZ_CP082949.1_cds_WP_000940551.1_2943	NC_000913.3_cds_NP_418570.1_4064	0.976	1029	K8943_RS15105	b4146
NZ_CP082949.1_cds_WP_000940595.1_1921	NC_000913.3_cds_NP_417652.1_3130	1.0	258	K8943_RS09810	b3185
NZ_CP082949.1_cds_WP_000941018.1_3631	NC_000913.3_cds_NP_414864.1_325	0.943	1587	K8943_RS18620	b0330
NZ_CP082949.1_cds_WP_000941119.1_2771	NC_000913.3_cds_NP_418427.1_3919	0.969	591	K8943_RS14215	b3999
NZ_CP082949.1_cds_WP_000941212.1_2041	NC_000913.3_cds_NP_417772.1_3248	0.997	411	K8943_RS10445	b3313
NZ_CP082949.1_cds_WP_000941942.1_3674	NC_000913.3_cds_NP_414925.1_384	0.982	285	K8943_RS18835	b0391
NZ_CP082949.1_cds_WP_000942344.1_3233	NC_000913.3_cds_NP_418812.1_4306	0.996	648	K8943_RS16590	b4395
NZ_CP082949.1_cds_WP_000942555.1_1830	NC_000913.3_cds_NP_417557.1_3035	0.95	683	K8943_RS09340	b3086
NZ_CP082949.1_cds_WP_000942771.1_1685	NC_000913.3_cds_NP_417442.1_2919	0.936	536	K8943_RS08610	b2968
NZ_CP082949.1_cds_WP_000943052.1_1703	NC_000913.3_cds_YP_026191.1_2930	0.967	1051	K8943_RS08700	b4468
NZ_CP082949.1_cds_WP_000943452.1_4528	NC_000913.3_cds_NP_415703.3_1160	0.986	531	K8943_RS23220	b1185
NZ_CP082949.1_cds_WP_000943566.1_3787	NC_000913.3_cds_NP_415041.1_498	0.967	777	K8943_RS19405	b0508
NZ_CP082949.1_cds_WP_000944004.1_2981	NC_000913.3_cds_NP_418607.1_4104	0.958	1164	K8943_RS15310	b4186
NZ_CP082949.1_cds_WP_000944256.1_398	NC_000913.3_cds_NP_416358.1_1840	0.981	662	K8943_RS02010	b1844
NZ_CP082949.1_cds_WP_000945018.1_4692	NC_000913.3_cds_NP_415851.1_1321	0.978	516	K8943_RS24055	b1335
NZ_CP082949.1_cds_WP_000945376.1_801	NC_000913.3_cds_NP_416612.1_2091	0.967	2481	K8943_RS04075	b2109
NZ_CP082949.1_cds_WP_000945536.1_4228	NC_000913.3_cds_NP_415542.1_1001	0.989	2019	K8943_RS21695	b1023
NZ_CP082949.1_cds_WP_000945903.1_169	NC_000913.3_cds_NP_416134.1_1609	0.977	1812	K8943_RS00855	b1617
NZ_CP082949.1_cds_WP_000946903.1_1461	NC_000913.3_cds_NP_417299.1_2779	0.972	3369	K8943_RS07475	b2822
NZ_CP082949.1_cds_WP_000947070.1_2211	NC_000913.3_cds_NP_417934.1_3413	0.966	945	K8943_RS11295	b3477
NZ_CP082949.1_cds_WP_000947159.1_2575	NC_000913.3_cds_NP_418260.1_3753	0.977	951	K8943_RS13175	b3816
NZ_CP082949.1_cds_WP_000948732.1_947	NC_000913.3_cds_NP_416743.1_2220	0.983	1359	K8943_RS04810	b2240
NZ_CP082949.1_cds_WP_000948882.1_235	NC_000913.3_cds_NP_416197.1_1675	0.975	747	K8943_RS01190	b1682
NZ_CP082949.1_cds_WP_000949498.1_2992	NC_000913.3_cds_NP_418618.1_4115	0.966	855	K8943_RS15365	b4197
NZ_CP082949.1_cds_WP_000950336.1_4054	NC_000913.3_cds_NP_415354.1_809	0.971	2349	K8943_RS20815	b0833
NZ_CP082949.1_cds_WP_000951146.1_2573	NC_000913.3_cds_YP_026261.1_3751	0.981	765	K8943_RS13165	b4482
NZ_CP082949.1_cds_WP_000951218.1_3995	NC_000913.3_cds_NP_415296.1_749	0.96	1041	K8943_RS20520	b0775
NZ_CP082949.1_cds_WP_000951553.1_2259	NC_000913.3_cds_NP_417972.1_3453	0.945	729	K8943_RS11535	b3515
NZ_CP082949.1_cds_WP_000951859.1_3303	NC_000913.3_cds_NP_414605.1_63	0.972	1701	K8943_RS16940	b0063
NZ_CP082949.1_cds_WP_000952746.1_4426	NC_000913.3_cds_NP_415638.3_1093	0.969	822	K8943_RS22685	b1120
NZ_CP082949.1_cds_WP_000953416.1_4408	NC_000913.3_cds_NP_415620.1_1075	0.986	2190	K8943_RS22595	b1102
NZ_CP082949.1_cds_WP_000954225.1_2236	NC_000913.3_cds_NP_417956.1_3436	0.97	843	K8943_RS11420	b3499
NZ_CP082949.1_cds_WP_000954917.1_721	NC_000913.3_cds_NP_416530.1_2010	0.955	612	K8943_RS03675	b2026
NZ_CP082949.1_cds_WP_000955028.1_1062	NC_000913.3_cds_NP_416873.1_2352	0.983	945	K8943_RS05390	b2372
