query	target	identity	alignment_length	mismatches	gap_openings	query_start	query_end	target_start	target_end	evalue	bit_score	genome_id	query_gene	target_info	target_location	strand	start	end	locus_tag	chr_id	midpoint	queryGenes_locus	locusTag_locus	set_queryGenes_locus	start_min	end_max	set_locusTag_locus	variant	Info	Cluster
AYG21326.1|CP032667.1	CP021683.1_cds_ARX16315.1_4314	1.0	2034	0	0	1	2034	1	2034	0.0	1469	GCA_002180135.1	yihQ	lcl|CP021683.1_cds_ARX16315.1_4314 [locus_tag=AM408_23060] [protein=alpha-glucosidase] [protein_id=ARX16315.1] [location=4294157..4296193] [gbkey=CDS]	4294157..4296193	+	4294157	4296193	AM408_23060	CP021683.1	4295175.0	ompL/yihO/yihP/yihO/yihP/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	AM408_23075/AM408_23070/AM408_23070/AM408_23065/AM408_23065/AM408_23060/AM408_23055/AM408_23050/AM408_23045/AM408_23040/AM408_23035/AM408_23030	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4287979	4299830	AM408_23030~AM408_23035~AM408_23040~AM408_23045~AM408_23050~AM408_23055~AM408_23060~AM408_23065~AM408_23070~AM408_23075	long		2 (A)
AYG21327.1|CP032667.1	CP021683.1_cds_ARX16316.1_4315	0.965	1383	48	0	1	1383	1	1383	3.081e-309	938	GCA_002180135.1	yihP	lcl|CP021683.1_cds_ARX16316.1_4315 [locus_tag=AM408_23065] [protein=MFS transporter] [protein_id=ARX16316.1] [location=4296239..4297624] [gbkey=CDS]	4296239..4297624	+	4296239	4297624	AM408_23065	CP021683.1	4296931.5	ompL/yihO/yihP/yihO/yihP/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	AM408_23075/AM408_23070/AM408_23070/AM408_23065/AM408_23065/AM408_23060/AM408_23055/AM408_23050/AM408_23045/AM408_23040/AM408_23035/AM408_23030	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4287979	4299830	AM408_23030~AM408_23035~AM408_23040~AM408_23045~AM408_23050~AM408_23055~AM408_23060~AM408_23065~AM408_23070~AM408_23075	long		2 (A)
AYG21327.1|CP032667.1	CP021683.1_cds_ARX16317.1_4316	0.688	1365	423	0	10	1374	1	1356	1.695e-201	627	GCA_002180135.1	yihP	lcl|CP021683.1_cds_ARX16317.1_4316 [locus_tag=AM408_23070] [protein=MFS transporter] [protein_id=ARX16317.1] [location=4297667..4299070] [gbkey=CDS]	4297667..4299070	+	4297667	4299070	AM408_23070	CP021683.1	4298368.5	ompL/yihO/yihP/yihO/yihP/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	AM408_23075/AM408_23070/AM408_23070/AM408_23065/AM408_23065/AM408_23060/AM408_23055/AM408_23050/AM408_23045/AM408_23040/AM408_23035/AM408_23030	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4287979	4299830	AM408_23030~AM408_23035~AM408_23040~AM408_23045~AM408_23050~AM408_23055~AM408_23060~AM408_23065~AM408_23070~AM408_23075	long		2 (A)
AYG21329.1|CP032667.1	CP021683.1_cds_ARX16318.1_4317	1.0	690	0	0	1	690	1	690	2.491e-158	489	GCA_002180135.1	ompL	lcl|CP021683.1_cds_ARX16318.1_4317 [gene=ompL] [locus_tag=AM408_23075] [protein=porin] [protein_id=ARX16318.1] [location=4299138..4299830] [gbkey=CDS]	4299138..4299830	+	4299138	4299830	AM408_23075	CP021683.1	4299484.0	ompL/yihO/yihP/yihO/yihP/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	AM408_23075/AM408_23070/AM408_23070/AM408_23065/AM408_23065/AM408_23060/AM408_23055/AM408_23050/AM408_23045/AM408_23040/AM408_23035/AM408_23030	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4287979	4299830	AM408_23030~AM408_23035~AM408_23040~AM408_23045~AM408_23050~AM408_23055~AM408_23060~AM408_23065~AM408_23070~AM408_23075	long		2 (A)
AYG21320.1|CP032667.1	CP021691.1_cds_ARX28163.1_335	0.935	783	51	0	1	783	1	783	2.4940000000000003e-166	514	GCA_002180215.1	yihW	lcl|CP021691.1_cds_ARX28163.1_335 [locus_tag=AM398_01740] [protein=DeoR family transcriptional regulator] [protein_id=ARX28163.1] [location=complement(346863..347648)] [gbkey=CDS]	complement(346863..347648)	-	346863	347648	AM398_01740	CP021691.1	347255.5	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	AM398_01785/AM398_01780/AM398_01780/AM398_01775/AM398_01775/AM398_01770/AM398_01765/AM398_01760/AM398_01755/AM398_01750/AM398_01745/AM398_01740	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	346863	358714	AM398_01740~AM398_01745~AM398_01750~AM398_01755~AM398_01760~AM398_01765~AM398_01770~AM398_01775~AM398_01780~AM398_01785	long		2 (A)
AYG21321.1|CP032667.1	CP021691.1_cds_ARX28164.1_336	0.956	894	39	0	1	894	1	894	7.885999999999999e-196	601	GCA_002180215.1	yihV	lcl|CP021691.1_cds_ARX28164.1_336 [locus_tag=AM398_01745] [protein=ribokinase] [protein_id=ARX28164.1] [location=complement(347682..348578)] [gbkey=CDS]	complement(347682..348578)	-	347682	348578	AM398_01745	CP021691.1	348130.0	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	AM398_01785/AM398_01780/AM398_01780/AM398_01775/AM398_01775/AM398_01770/AM398_01765/AM398_01760/AM398_01755/AM398_01750/AM398_01745/AM398_01740	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	346863	358714	AM398_01740~AM398_01745~AM398_01750~AM398_01755~AM398_01760~AM398_01765~AM398_01770~AM398_01775~AM398_01780~AM398_01785	long		2 (A)
AYG21322.1|CP032667.1	CP021691.1_cds_ARX28165.1_337	0.935	894	58	0	1	894	1	894	9.155e-191	586	GCA_002180215.1	yihU	lcl|CP021691.1_cds_ARX28165.1_337 [locus_tag=AM398_01750] [protein=3-sulfolactaldehyde reductase] [protein_id=ARX28165.1] [location=348746..349642] [gbkey=CDS]	348746..349642	+	348746	349642	AM398_01750	CP021691.1	349194.0	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	AM398_01785/AM398_01780/AM398_01780/AM398_01775/AM398_01775/AM398_01770/AM398_01765/AM398_01760/AM398_01755/AM398_01750/AM398_01745/AM398_01740	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	346863	358714	AM398_01740~AM398_01745~AM398_01750~AM398_01755~AM398_01760~AM398_01765~AM398_01770~AM398_01775~AM398_01780~AM398_01785	long		2 (A)
AYG21323.1|CP032667.1	CP021691.1_cds_ARX28166.1_338	0.952	876	42	0	1	876	1	876	9.469e-191	586	GCA_002180215.1	yihT	lcl|CP021691.1_cds_ARX28166.1_338 [locus_tag=AM398_01755] [protein=sulfofructosephosphate aldolase] [protein_id=ARX28166.1] [location=349666..350544] [gbkey=CDS]	349666..350544	+	349666	350544	AM398_01755	CP021691.1	350105.0	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	AM398_01785/AM398_01780/AM398_01780/AM398_01775/AM398_01775/AM398_01770/AM398_01765/AM398_01760/AM398_01755/AM398_01750/AM398_01745/AM398_01740	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	346863	358714	AM398_01740~AM398_01745~AM398_01750~AM398_01755~AM398_01760~AM398_01765~AM398_01770~AM398_01775~AM398_01780~AM398_01785	long		2 (A)
AYG21324.1|CP032667.1	CP021691.1_cds_ARX28167.1_339	1.0	1239	0	0	1	1239	1	1239	3.853e-299	906	GCA_002180215.1	yihS	lcl|CP021691.1_cds_ARX28167.1_339 [locus_tag=AM398_01760] [protein=sulfoquinovose isomerase] [protein_id=ARX28167.1] [location=350561..351802] [gbkey=CDS]	350561..351802	+	350561	351802	AM398_01760	CP021691.1	351181.5	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	AM398_01785/AM398_01780/AM398_01780/AM398_01775/AM398_01775/AM398_01770/AM398_01765/AM398_01760/AM398_01755/AM398_01750/AM398_01745/AM398_01740	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	346863	358714	AM398_01740~AM398_01745~AM398_01750~AM398_01755~AM398_01760~AM398_01765~AM398_01770~AM398_01775~AM398_01780~AM398_01785	long		2 (A)
AYG21325.1|CP032667.1	CP021691.1_cds_ARX28168.1_340	0.996	924	4	0	1	924	1	924	9.773e-213	650	GCA_002180215.1	yihR	lcl|CP021691.1_cds_ARX28168.1_340 [locus_tag=AM398_01765] [protein=aldose epimerase] [protein_id=ARX28168.1] [location=351916..352842] [gbkey=CDS]	351916..352842	+	351916	352842	AM398_01765	CP021691.1	352379.0	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	AM398_01785/AM398_01780/AM398_01780/AM398_01775/AM398_01775/AM398_01770/AM398_01765/AM398_01760/AM398_01755/AM398_01750/AM398_01745/AM398_01740	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	346863	358714	AM398_01740~AM398_01745~AM398_01750~AM398_01755~AM398_01760~AM398_01765~AM398_01770~AM398_01775~AM398_01780~AM398_01785	long		2 (A)
AYG21326.1|CP032667.1	CP021691.1_cds_ARX28169.1_341	1.0	2034	0	0	1	2034	1	2034	0.0	1469	GCA_002180215.1	yihQ	lcl|CP021691.1_cds_ARX28169.1_341 [locus_tag=AM398_01770] [protein=alpha-glucosidase] [protein_id=ARX28169.1] [location=353041..355077] [gbkey=CDS]	353041..355077	+	353041	355077	AM398_01770	CP021691.1	354059.0	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	AM398_01785/AM398_01780/AM398_01780/AM398_01775/AM398_01775/AM398_01770/AM398_01765/AM398_01760/AM398_01755/AM398_01750/AM398_01745/AM398_01740	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	346863	358714	AM398_01740~AM398_01745~AM398_01750~AM398_01755~AM398_01760~AM398_01765~AM398_01770~AM398_01775~AM398_01780~AM398_01785	long		2 (A)
AYG21328.1|CP032667.1	CP021691.1_cds_ARX28170.1_342	0.683	1365	430	0	1	1356	10	1374	3.308000000000001e-199	620	GCA_002180215.1	yihO	lcl|CP021691.1_cds_ARX28170.1_342 [locus_tag=AM398_01775] [protein=MFS transporter] [protein_id=ARX28170.1] [location=355123..356508] [gbkey=CDS]	355123..356508	+	355123	356508	AM398_01775	CP021691.1	355815.5	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	AM398_01785/AM398_01780/AM398_01780/AM398_01775/AM398_01775/AM398_01770/AM398_01765/AM398_01760/AM398_01755/AM398_01750/AM398_01745/AM398_01740	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	346863	358714	AM398_01740~AM398_01745~AM398_01750~AM398_01755~AM398_01760~AM398_01765~AM398_01770~AM398_01775~AM398_01780~AM398_01785	long		2 (A)
AYG21328.1|CP032667.1	CP021691.1_cds_ARX28171.1_343	0.958	1401	59	0	1	1401	1	1401	6.649e-311	943	GCA_002180215.1	yihO	lcl|CP021691.1_cds_ARX28171.1_343 [locus_tag=AM398_01780] [protein=MFS transporter] [protein_id=ARX28171.1] [location=356551..357954] [gbkey=CDS]	356551..357954	+	356551	357954	AM398_01780	CP021691.1	357252.5	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	AM398_01785/AM398_01780/AM398_01780/AM398_01775/AM398_01775/AM398_01770/AM398_01765/AM398_01760/AM398_01755/AM398_01750/AM398_01745/AM398_01740	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	346863	358714	AM398_01740~AM398_01745~AM398_01750~AM398_01755~AM398_01760~AM398_01765~AM398_01770~AM398_01775~AM398_01780~AM398_01785	long		2 (A)
AYG21329.1|CP032667.1	CP021691.1_cds_ARX28172.1_344	1.0	690	0	0	1	690	1	690	2.4409999999999997e-158	489	GCA_002180215.1	ompL	lcl|CP021691.1_cds_ARX28172.1_344 [gene=ompL] [locus_tag=AM398_01785] [protein=porin] [protein_id=ARX28172.1] [location=358022..358714] [gbkey=CDS]	358022..358714	+	358022	358714	AM398_01785	CP021691.1	358368.0	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	AM398_01785/AM398_01780/AM398_01780/AM398_01775/AM398_01775/AM398_01770/AM398_01765/AM398_01760/AM398_01755/AM398_01750/AM398_01745/AM398_01740	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	346863	358714	AM398_01740~AM398_01745~AM398_01750~AM398_01755~AM398_01760~AM398_01765~AM398_01770~AM398_01775~AM398_01780~AM398_01785	long		2 (A)
AYG21323.1|CP032667.1	CP021722.1_cds_ARX54219.1_85	0.672	864	283	0	10	873	22	885	1.264e-121	387	GCA_002180275.1	yihT	lcl|CP021722.1_cds_ARX54219.1_85 [locus_tag=AM375_02620] [protein=aldolase] [protein_id=ARX54219.1] [location=complement(67280..68167)] [gbkey=CDS]	complement(67280..68167)	-	67280	68167	AM375_02620	CP021722.1	67723.5	yihT/yihU/yihV/yihW	AM375_02620/AM375_02625/AM375_02630/AM375_02635	yihT~yihU~yihV~yihW	67280	70967	AM375_02620~AM375_02625~AM375_02630~AM375_02635	short		7 (B1)
AYG21322.1|CP032667.1	CP021722.1_cds_ARX54220.1_86	0.719	876	246	0	1	876	1	876	1.688e-134	424	GCA_002180275.1	yihU	lcl|CP021722.1_cds_ARX54220.1_86 [locus_tag=AM375_02625] [protein=6-phosphogluconate dehydrogenase] [protein_id=ARX54220.1] [location=complement(68192..69070)] [gbkey=CDS]	complement(68192..69070)	-	68192	69070	AM375_02625	CP021722.1	68631.0	yihT/yihU/yihV/yihW	AM375_02620/AM375_02625/AM375_02630/AM375_02635	yihT~yihU~yihV~yihW	67280	70967	AM375_02620~AM375_02625~AM375_02630~AM375_02635	short		7 (B1)
AYG21321.1|CP032667.1	CP021722.1_cds_ARX54221.1_87	0.668	894	296	0	1	894	1	894	4.595e-125	397	GCA_002180275.1	yihV	lcl|CP021722.1_cds_ARX54221.1_87 [locus_tag=AM375_02630] [protein=ribokinase] [protein_id=ARX54221.1] [location=69243..70139] [gbkey=CDS]	69243..70139	+	69243	70139	AM375_02630	CP021722.1	69691.0	yihT/yihU/yihV/yihW	AM375_02620/AM375_02625/AM375_02630/AM375_02635	yihT~yihU~yihV~yihW	67280	70967	AM375_02620~AM375_02625~AM375_02630~AM375_02635	short		7 (B1)
AYG21320.1|CP032667.1	CP021722.1_cds_ARX54222.1_88	0.709	780	227	0	1	780	1	780	3.647e-117	372	GCA_002180275.1	yihW	lcl|CP021722.1_cds_ARX54222.1_88 [locus_tag=AM375_02635] [protein=DeoR family transcriptional regulator] [protein_id=ARX54222.1] [location=70179..70967] [gbkey=CDS]	70179..70967	+	70179	70967	AM375_02635	CP021722.1	70573.0	yihT/yihU/yihV/yihW	AM375_02620/AM375_02625/AM375_02630/AM375_02635	yihT~yihU~yihV~yihW	67280	70967	AM375_02620~AM375_02625~AM375_02630~AM375_02635	short		7 (B1)
AYG21320.1|CP032667.1	CP021732.1_cds_ARZ83789.1_2515	0.935	783	51	0	1	783	1	783	2.52e-166	514	GCA_002192275.1	yihW	lcl|CP021732.1_cds_ARZ83789.1_2515 [locus_tag=AM361_12870] [protein=DeoR family transcriptional regulator] [protein_id=ARZ83789.1] [location=complement(2483789..2484574)] [gbkey=CDS]	complement(2483789..2484574)	-	2483789	2484574	AM361_12870	CP021732.1	2484181.5	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	AM361_12915/AM361_12910/AM361_12910/AM361_12905/AM361_12905/AM361_12900/AM361_12895/AM361_12890/AM361_12885/AM361_12880/AM361_12875/AM361_12870	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	2483789	2495640	AM361_12870~AM361_12875~AM361_12880~AM361_12885~AM361_12890~AM361_12895~AM361_12900~AM361_12905~AM361_12910~AM361_12915	long		2 (A)
AYG21321.1|CP032667.1	CP021732.1_cds_ARZ83790.1_2516	0.956	894	39	0	1	894	1	894	7.968999999999999e-196	601	GCA_002192275.1	yihV	lcl|CP021732.1_cds_ARZ83790.1_2516 [locus_tag=AM361_12875] [protein=ribokinase] [protein_id=ARZ83790.1] [location=complement(2484608..2485504)] [gbkey=CDS]	complement(2484608..2485504)	-	2484608	2485504	AM361_12875	CP021732.1	2485056.0	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	AM361_12915/AM361_12910/AM361_12910/AM361_12905/AM361_12905/AM361_12900/AM361_12895/AM361_12890/AM361_12885/AM361_12880/AM361_12875/AM361_12870	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	2483789	2495640	AM361_12870~AM361_12875~AM361_12880~AM361_12885~AM361_12890~AM361_12895~AM361_12900~AM361_12905~AM361_12910~AM361_12915	long		2 (A)
AYG21322.1|CP032667.1	CP021732.1_cds_ARZ83791.1_2517	0.935	894	58	0	1	894	1	894	9.249999999999999e-191	586	GCA_002192275.1	yihU	lcl|CP021732.1_cds_ARZ83791.1_2517 [locus_tag=AM361_12880] [protein=3-sulfolactaldehyde reductase] [protein_id=ARZ83791.1] [location=2485672..2486568] [gbkey=CDS]	2485672..2486568	+	2485672	2486568	AM361_12880	CP021732.1	2486120.0	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	AM361_12915/AM361_12910/AM361_12910/AM361_12905/AM361_12905/AM361_12900/AM361_12895/AM361_12890/AM361_12885/AM361_12880/AM361_12875/AM361_12870	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	2483789	2495640	AM361_12870~AM361_12875~AM361_12880~AM361_12885~AM361_12890~AM361_12895~AM361_12900~AM361_12905~AM361_12910~AM361_12915	long		2 (A)
AYG21323.1|CP032667.1	CP021732.1_cds_ARZ83792.1_2518	0.952	876	42	0	1	876	1	876	9.568e-191	586	GCA_002192275.1	yihT	lcl|CP021732.1_cds_ARZ83792.1_2518 [locus_tag=AM361_12885] [protein=sulfofructosephosphate aldolase] [protein_id=ARZ83792.1] [location=2486592..2487470] [gbkey=CDS]	2486592..2487470	+	2486592	2487470	AM361_12885	CP021732.1	2487031.0	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	AM361_12915/AM361_12910/AM361_12910/AM361_12905/AM361_12905/AM361_12900/AM361_12895/AM361_12890/AM361_12885/AM361_12880/AM361_12875/AM361_12870	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	2483789	2495640	AM361_12870~AM361_12875~AM361_12880~AM361_12885~AM361_12890~AM361_12895~AM361_12900~AM361_12905~AM361_12910~AM361_12915	long		2 (A)
AYG21324.1|CP032667.1	CP021732.1_cds_ARZ83793.1_2519	1.0	1239	0	0	1	1239	1	1239	3.8929999999999997e-299	906	GCA_002192275.1	yihS	lcl|CP021732.1_cds_ARZ83793.1_2519 [locus_tag=AM361_12890] [protein=sulfoquinovose isomerase] [protein_id=ARZ83793.1] [location=2487487..2488728] [gbkey=CDS]	2487487..2488728	+	2487487	2488728	AM361_12890	CP021732.1	2488107.5	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	AM361_12915/AM361_12910/AM361_12910/AM361_12905/AM361_12905/AM361_12900/AM361_12895/AM361_12890/AM361_12885/AM361_12880/AM361_12875/AM361_12870	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	2483789	2495640	AM361_12870~AM361_12875~AM361_12880~AM361_12885~AM361_12890~AM361_12895~AM361_12900~AM361_12905~AM361_12910~AM361_12915	long		2 (A)
AYG21325.1|CP032667.1	CP021732.1_cds_ARZ83794.1_2520	0.996	924	4	0	1	924	1	924	9.876e-213	650	GCA_002192275.1	yihR	lcl|CP021732.1_cds_ARZ83794.1_2520 [locus_tag=AM361_12895] [protein=aldose epimerase] [protein_id=ARZ83794.1] [location=2488842..2489768] [gbkey=CDS]	2488842..2489768	+	2488842	2489768	AM361_12895	CP021732.1	2489305.0	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	AM361_12915/AM361_12910/AM361_12910/AM361_12905/AM361_12905/AM361_12900/AM361_12895/AM361_12890/AM361_12885/AM361_12880/AM361_12875/AM361_12870	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	2483789	2495640	AM361_12870~AM361_12875~AM361_12880~AM361_12885~AM361_12890~AM361_12895~AM361_12900~AM361_12905~AM361_12910~AM361_12915	long		2 (A)
AYG21326.1|CP032667.1	CP021732.1_cds_ARZ83795.1_2521	1.0	2034	0	0	1	2034	1	2034	0.0	1469	GCA_002192275.1	yihQ	lcl|CP021732.1_cds_ARZ83795.1_2521 [locus_tag=AM361_12900] [protein=alpha-glucosidase] [protein_id=ARZ83795.1] [location=2489967..2492003] [gbkey=CDS]	2489967..2492003	+	2489967	2492003	AM361_12900	CP021732.1	2490985.0	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	AM361_12915/AM361_12910/AM361_12910/AM361_12905/AM361_12905/AM361_12900/AM361_12895/AM361_12890/AM361_12885/AM361_12880/AM361_12875/AM361_12870	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	2483789	2495640	AM361_12870~AM361_12875~AM361_12880~AM361_12885~AM361_12890~AM361_12895~AM361_12900~AM361_12905~AM361_12910~AM361_12915	long		2 (A)
AYG21328.1|CP032667.1	CP021732.1_cds_ARZ83796.1_2522	0.683	1365	430	0	1	1356	10	1374	3.343e-199	620	GCA_002192275.1	yihO	lcl|CP021732.1_cds_ARZ83796.1_2522 [locus_tag=AM361_12905] [protein=MFS transporter] [protein_id=ARZ83796.1] [location=2492049..2493434] [gbkey=CDS]	2492049..2493434	+	2492049	2493434	AM361_12905	CP021732.1	2492741.5	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	AM361_12915/AM361_12910/AM361_12910/AM361_12905/AM361_12905/AM361_12900/AM361_12895/AM361_12890/AM361_12885/AM361_12880/AM361_12875/AM361_12870	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	2483789	2495640	AM361_12870~AM361_12875~AM361_12880~AM361_12885~AM361_12890~AM361_12895~AM361_12900~AM361_12905~AM361_12910~AM361_12915	long		2 (A)
AYG21328.1|CP032667.1	CP021732.1_cds_ARZ83797.1_2523	0.958	1401	59	0	1	1401	1	1401	6.719e-311	943	GCA_002192275.1	yihO	lcl|CP021732.1_cds_ARZ83797.1_2523 [locus_tag=AM361_12910] [protein=MFS transporter] [protein_id=ARZ83797.1] [location=2493477..2494880] [gbkey=CDS]	2493477..2494880	+	2493477	2494880	AM361_12910	CP021732.1	2494178.5	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	AM361_12915/AM361_12910/AM361_12910/AM361_12905/AM361_12905/AM361_12900/AM361_12895/AM361_12890/AM361_12885/AM361_12880/AM361_12875/AM361_12870	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	2483789	2495640	AM361_12870~AM361_12875~AM361_12880~AM361_12885~AM361_12890~AM361_12895~AM361_12900~AM361_12905~AM361_12910~AM361_12915	long		2 (A)
AYG21329.1|CP032667.1	CP021732.1_cds_ARZ83798.1_2524	1.0	690	0	0	1	690	1	690	4.089e-160	494	GCA_002192275.1	ompL	lcl|CP021732.1_cds_ARZ83798.1_2524 [gene=ompL] [locus_tag=AM361_12915] [protein=porin] [protein_id=ARZ83798.1] [location=2494948..2495640] [gbkey=CDS]	2494948..2495640	+	2494948	2495640	AM361_12915	CP021732.1	2495294.0	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	AM361_12915/AM361_12910/AM361_12910/AM361_12905/AM361_12905/AM361_12900/AM361_12895/AM361_12890/AM361_12885/AM361_12880/AM361_12875/AM361_12870	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	2483789	2495640	AM361_12870~AM361_12875~AM361_12880~AM361_12885~AM361_12890~AM361_12895~AM361_12900~AM361_12905~AM361_12910~AM361_12915	long		2 (A)
AYG21329.1|CP032667.1	CP021736.1_cds_ARZ88180.1_1978	1.0	690	0	0	1	690	1	690	2.503e-158	489	GCA_002192295.1	ompL	lcl|CP021736.1_cds_ARZ88180.1_1978 [gene=ompL] [locus_tag=AM397_10155] [protein=porin] [protein_id=ARZ88180.1] [location=complement(2017698..2018390)] [gbkey=CDS]	complement(2017698..2018390)	-	2017698	2018390	AM397_10155	CP021736.1	2018044.0	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	AM397_10155/AM397_10160/AM397_10160/AM397_10165/AM397_10165/AM397_10170/AM397_10175/AM397_10180/AM397_10185/AM397_10190/AM397_10195/AM397_10200	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	2017698	2029549	AM397_10155~AM397_10160~AM397_10165~AM397_10170~AM397_10175~AM397_10180~AM397_10185~AM397_10190~AM397_10195~AM397_10200	long		2 (A)
AYG21327.1|CP032667.1	CP021736.1_cds_ARZ88181.1_1979	0.688	1365	423	0	10	1374	1	1356	1.703e-201	627	GCA_002192295.1	yihP	lcl|CP021736.1_cds_ARZ88181.1_1979 [locus_tag=AM397_10160] [protein=MFS transporter] [protein_id=ARZ88181.1] [location=complement(2018458..2019861)] [gbkey=CDS]	complement(2018458..2019861)	-	2018458	2019861	AM397_10160	CP021736.1	2019159.5	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	AM397_10155/AM397_10160/AM397_10160/AM397_10165/AM397_10165/AM397_10170/AM397_10175/AM397_10180/AM397_10185/AM397_10190/AM397_10195/AM397_10200	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	2017698	2029549	AM397_10155~AM397_10160~AM397_10165~AM397_10170~AM397_10175~AM397_10180~AM397_10185~AM397_10190~AM397_10195~AM397_10200	long		2 (A)
AYG21327.1|CP032667.1	CP021736.1_cds_ARZ88182.1_1980	0.965	1383	48	0	1	1383	1	1383	3.095e-309	938	GCA_002192295.1	yihP	lcl|CP021736.1_cds_ARZ88182.1_1980 [locus_tag=AM397_10165] [protein=MFS transporter] [protein_id=ARZ88182.1] [location=complement(2019904..2021289)] [gbkey=CDS]	complement(2019904..2021289)	-	2019904	2021289	AM397_10165	CP021736.1	2020596.5	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	AM397_10155/AM397_10160/AM397_10160/AM397_10165/AM397_10165/AM397_10170/AM397_10175/AM397_10180/AM397_10185/AM397_10190/AM397_10195/AM397_10200	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	2017698	2029549	AM397_10155~AM397_10160~AM397_10165~AM397_10170~AM397_10175~AM397_10180~AM397_10185~AM397_10190~AM397_10195~AM397_10200	long		2 (A)
